Address,CaseNumber,CrimeAgainst,Neighborhood,OccurDate,OccurTime,OffenseCategory,OffenseType,OpenDataLat,OpenDataLon,ReportDate,OffenseCount
400 BLOCK OF SE GRAND AVE,21-900200,Property,Buckman West,12/25/2020,1800,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.519720123,-122.660667488,1/4/2021,1
400 BLOCK OF SE GRAND AVE,21-900738,Property,Buckman West,1/11/2021,2200,Larceny Offenses,All Other Larceny,45.519720123,-122.660667488,1/12/2021,1
400 BLOCK OF SE GRAND AVE,21-905569,Property,Buckman West,3/21/2021,0825,Vandalism,Vandalism,45.519720123,-122.660667488,3/23/2021,1
400 BLOCK OF SE IVON ST,21-902672,Property,Hosford-Abernethy,2/7/2021,1930,Larceny Offenses,Theft From Motor Vehicle,45.504210885,-122.661505550,2/8/2021,1
400 BLOCK OF SE MARKET ST,21-49995,Property,Hosford-Abernethy,2/23/2021,1700,Motor Vehicle Theft,Motor Vehicle Theft,45.510766367,-122.661314103,2/24/2021,1
400 BLOCK OF SW 2ND AVE,21-22279,Property,Downtown,1/24/2021,2310,Vandalism,Vandalism,45.519788010,-122.673651112,1/24/2021,1
400 BLOCK OF SW 2ND AVE,21-59722,Property,Downtown,3/5/2021,1700,Vandalism,Vandalism,45.519788010,-122.673651112,3/5/2021,1
400 BLOCK OF SW 2ND AVE,21-901163,Property,Downtown,1/13/2021,0444,Burglary,Burglary,45.519788010,-122.673651112,1/17/2021,1
400 BLOCK OF SW 3RD AVE,21-45419,Property,Downtown,2/19/2021,1247,Burglary,Burglary,45.519935622,-122.674694939,2/19/2021,1
400 BLOCK OF SW 10TH AVE,21-64179,Property,Downtown,3/10/2021,0459,Burglary,Burglary,45.521693397,-122.681256929,3/10/2021,1
400 BLOCK OF SW 11TH AVE,21-904254,Property,Downtown,3/3/2021,0026,Fraud Offenses,Credit Card/ATM Fraud,45.521967576,-122.682278356,3/4/2021,1
400 BLOCK OF SW 12TH AVE,21-903055,Property,Downtown,2/17/2021,0020,Vandalism,Vandalism,45.522239003,-122.683299688,2/18/2021,1
400 BLOCK OF SW 13TH AVE,21-901757,Property,Downtown,1/19/2021,2130,Larceny Offenses,Theft From Motor Vehicle,45.522219137,-122.684344951,1/25/2021,1
400 BLOCK OF SW 13TH AVE,21-903671,Property,Downtown,2/24/2021,1900,Vandalism,Vandalism,45.522219137,-122.684344951,2/25/2021,1
400 BLOCK OF SW ALDER ST,21-900534,Property,Downtown,1/1/2021,1500,Fraud Offenses,Identity Theft,45.519371186,-122.676683305,1/8/2021,1
400 BLOCK OF SW BROADWAY,21-1870,Person,Downtown,1/3/2021,0335,Assault Offenses,Aggravated Assault,45.520996424,-122.678658078,1/3/2021,1
400 BLOCK OF SW BROADWAY,21-1870,Property,Downtown,1/3/2021,0335,Burglary,Burglary,45.520996424,-122.678658078,1/3/2021,1
400 BLOCK OF SW BROADWAY,21-1870,Property,Downtown,1/3/2021,0335,Larceny Offenses,Theft From Motor Vehicle,45.520996424,-122.678658078,1/3/2021,1
400 BLOCK OF SW BROADWAY,21-5508,Property,Downtown,1/6/2021,2230,Vandalism,Vandalism,45.521027106,-122.678776345,1/6/2021,1
400 BLOCK OF SW BROADWAY,21-16712,Person,Downtown,1/18/2021,1945,Assault Offenses,Simple Assault,45.520996424,-122.678658078,1/18/2021,1
400 BLOCK OF SW BROADWAY,21-22868,Property,Downtown,1/23/2021,2100,Larceny Offenses,Theft From Motor Vehicle,45.520996424,-122.678658078,1/25/2021,1
400 BLOCK OF SW BROADWAY,21-42056,Property,Downtown,2/14/2021,0800,Fraud Offenses,Credit Card/ATM Fraud,45.520996424,-122.678658078,2/15/2021,1
400 BLOCK OF SW BROADWAY,21-54106,Property,Downtown,2/26/2021,2300,Larceny Offenses,Theft From Motor Vehicle,45.520996424,-122.678658078,2/28/2021,1
400 BLOCK OF SW BROADWAY,21-60229,Property,Downtown,3/6/2021,0000,Burglary,Burglary,45.520996424,-122.678658078,3/6/2021,1
400 BLOCK OF SW BROADWAY,21-60229,Property,Downtown,3/6/2021,0000,Larceny Offenses,Theft From Building,45.520996424,-122.678658078,3/6/2021,1
400 BLOCK OF SW BROADWAY,21-900060,Property,Downtown,1/2/2021,1035,Vandalism,Vandalism,45.521027106,-122.678776345,1/2/2021,1
400 BLOCK OF SW BROADWAY,21-903249,Property,Downtown,2/14/2021,0700,Larceny Offenses,Theft From Motor Vehicle,45.521027106,-122.678776345,2/15/2021,1
400 BLOCK OF SW BROADWAY,21-903983,Property,Downtown,3/1/2021,1025,Larceny Offenses,Theft From Motor Vehicle,45.521027106,-122.678776345,3/1/2021,1
400 BLOCK OF SW COLLEGE ST,21-49358,Property,Downtown,2/1/2021,1200,Larceny Offenses,All Other Larceny,45.509291533,-122.682146362,2/23/2021,1
400 BLOCK OF SW KINGSTON AVE,21-905756,Property,Arlington Heights,3/24/2021,1500,Vandalism,Vandalism,45.520362441,-122.706703921,3/25/2021,1
400 BLOCK OF SW MARKET ST,21-900303,Property,Downtown,1/4/2021,2200,Vandalism,Vandalism,45.512701565,-122.680287158,1/5/2021,1
400 BLOCK OF SW MILL ST,21-905185,Property,Downtown,1/3/2021,0900,Larceny Offenses,Theft From Building,45.511958356,-122.680703495,3/15/2021,1
400 BLOCK OF SW MORRISON ST,21-5531,Property,Downtown,1/6/2021,2355,Vandalism,Vandalism,45.518703052,-122.677047977,1/6/2021,1
400 BLOCK OF SW MORRISON ST,21-10710,Property,Downtown,1/12/2021,1531,Larceny Offenses,Shoplifting,45.518703052,-122.677047977,1/12/2021,1
400 BLOCK OF SW MORRISON ST,21-50111,Property,Downtown,2/19/2021,1535,Larceny Offenses,Shoplifting,45.518703052,-122.677047977,2/24/2021,1
400 BLOCK OF SW MORRISON ST,21-57386,Property,Downtown,3/3/2021,1246,Larceny Offenses,Shoplifting,45.518703052,-122.677047977,3/3/2021,1
400 BLOCK OF SW MORRISON ST,21-64787,Property,Downtown,3/6/2021,1413,Larceny Offenses,Shoplifting,45.518703052,-122.677047977,3/10/2021,1
400 BLOCK OF SW MORRISON ST,21-71636,Property,Downtown,3/14/2021,1300,Larceny Offenses,Shoplifting,45.518703052,-122.677047977,3/17/2021,1
400 BLOCK OF W BURNSIDE ST,21-35381,Property,Downtown,2/8/2021,0018,Robbery,Robbery,45.523045807,-122.674899935,2/8/2021,1
400 BLOCK OF W BURNSIDE ST,21-36293,Property,Downtown,2/9/2021,0016,Vandalism,Vandalism,45.523045807,-122.674899935,2/9/2021,1
500 BLOCK OF E BURNSIDE ST,21-84105,Property,Kerns,3/30/2021,0029,Vandalism,Vandalism,45.522971880,-122.660201864,3/30/2021,1
500 BLOCK OF N AINSWORTH ST,21-81426,Property,Piedmont,3/19/2021,2100,Motor Vehicle Theft,Motor Vehicle Theft,45.566463104,-122.672048876,3/27/2021,1
500 BLOCK OF N BRIDGETON RD,21-903618,Property,Bridgeton,1/31/2021,0552,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.603423989,-122.670799155,2/23/2021,1
500 BLOCK OF N BUFFALO ST,21-900563,Property,Piedmont,1/8/2021,2130,Larceny Offenses,Theft From Motor Vehicle,45.575078108,-122.671757587,1/9/2021,1
500 BLOCK OF N DEKUM ST,21-9885,Property,Piedmont,11/10/2020,0800,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.571767673,-122.672279327,1/11/2021,1
500 BLOCK OF N DEKUM ST,21-53590,Property,Piedmont,2/27/2021,1850,Burglary,Burglary,45.571767673,-122.672279327,2/27/2021,1
500 BLOCK OF N DIXON ST,21-60173,Property,Eliot,3/6/2021,0315,Arson,Arson,45.534546914,-122.671725551,3/6/2021,1
500 BLOCK OF N DIXON ST,21-904769,Property,Eliot,3/11/2021,2215,Larceny Offenses,Theft From Motor Vehicle,45.534546914,-122.671725551,3/12/2021,1
500 BLOCK OF N DIXON ST,21-906082,Property,Eliot,3/29/2021,0815,Larceny Offenses,Theft From Motor Vehicle,45.534546914,-122.671725551,3/29/2021,1
500 BLOCK OF N FREMONT ST,21-32857,Property,Boise,2/4/2021,1613,Larceny Offenses,All Other Larceny,45.548219842,-122.671510754,2/5/2021,1
500 BLOCK OF N GRAHAM ST,21-905678,Property,Eliot,3/24/2021,1245,Fraud Offenses,Identity Theft,45.542866694,-122.671235664,3/24/2021,1
500 BLOCK OF N IVY ST,21-901213,Property,Boise,1/18/2021,2300,Vandalism,Vandalism,45.547533600,-122.671382971,1/19/2021,1
500 BLOCK OF N RUSSELL ST,21-22915,Property,Eliot,1/25/2021,1617,Larceny Offenses,All Other Larceny,45.540975606,-122.671128184,1/25/2021,1
500 BLOCK OF N RUSSELL ST,21-22915,Property,Eliot,1/25/2021,1617,Vandalism,Vandalism,45.540975606,-122.671128184,1/25/2021,1
500 BLOCK OF N RUSSELL ST,21-901776,Property,Eliot,1/21/2021,0835,Vandalism,Vandalism,45.540975606,-122.671128184,1/26/2021,1
500 BLOCK OF N RUSSET ST,21-905292,Property,Piedmont,3/15/2021,2100,Vandalism,Vandalism,45.577902707,-122.671537555,3/16/2021,1
500 BLOCK OF N STAFFORD ST,21-76747,Property,Piedmont,3/22/2021,1200,Burglary,Burglary,45.576447293,-122.671751407,3/22/2021,1
500 BLOCK OF NE 11TH AVE,21-19907,Property,Kerns,1/21/2021,1900,Burglary,Burglary,45.526848555,-122.654654350,1/22/2021,1
500 BLOCK OF NE 11TH AVE,21-54112,Property,Kerns,2/28/2021,0525,Motor Vehicle Theft,Motor Vehicle Theft,45.526848154,-122.654529427,2/28/2021,1
500 BLOCK OF NE 12TH AVE,21-65758,Property,Kerns,3/10/2021,1200,Larceny Offenses,Theft From Building,45.526894581,-122.653516313,3/11/2021,1
500 BLOCK OF NE 28TH AVE,21-903256,Property,Kerns,2/10/2021,2000,Larceny Offenses,Theft From Motor Vehicle,45.526816370,-122.637130972,2/15/2021,1
500 BLOCK OF NE 43RD AVE,21-902923,Property,Laurelhurst,2/10/2021,2200,Vandalism,Vandalism,45.527088662,-122.618424660,2/11/2021,1
500 BLOCK OF NE 62ND AVE,21-905090,Property,North Tabor,3/18/2021,0745,Larceny Offenses,All Other Larceny,45.526838261,-122.599628692,3/18/2021,1
500 BLOCK OF NE 72ND AVE,21-51380,Property,Montavilla,2/25/2021,0630,Vandalism,Vandalism,45.526730150,-122.588699406,2/25/2021,1
500 BLOCK OF NE 80TH AVE,21-905716,Property,Montavilla,3/22/2021,0900,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.526750709,-122.581518140,3/25/2021,1
500 BLOCK OF NE 81ST AVE,21-86025,Property,Montavilla,3/31/2021,2041,Larceny Offenses,All Other Larceny,45.526734221,-122.580307523,3/31/2021,1
500 BLOCK OF NE 82ND AVE,21-63196,Property,Montavilla,3/8/2021,2200,Vandalism,Vandalism,45.526695716,-122.579100004,3/9/2021,1
500 BLOCK OF NE 94TH AVE,21-42756,Property,Montavilla,2/16/2021,1615,Motor Vehicle Theft,Motor Vehicle Theft,45.526603960,-122.566848253,2/16/2021,1
500 BLOCK OF NE 100TH AVE,21-4083,Property,Hazelwood,1/2/2021,1800,Vandalism,Vandalism,45.526625997,-122.560732682,1/5/2021,1
500 BLOCK OF NE 100TH AVE,21-43619,Person,Hazelwood,2/17/2021,1438,Assault Offenses,Simple Assault,45.526625997,-122.560732682,2/17/2021,1
500 BLOCK OF NE 100TH AVE,21-46459,Property,Hazelwood,2/19/2021,1520,Motor Vehicle Theft,Motor Vehicle Theft,45.526625997,-122.560732682,2/20/2021,1
500 BLOCK OF NE 102ND AVE,21-14347,Property,Hazelwood,1/16/2021,0202,Vandalism,Vandalism,45.526566463,-122.558084133,1/16/2021,1
500 BLOCK OF NE 102ND AVE,21-14441,Property,Hazelwood,1/16/2021,0940,Vandalism,Vandalism,45.526566463,-122.558084133,1/16/2021,1
500 BLOCK OF NE 102ND AVE,21-48612,Property,Hazelwood,2/22/2021,2029,Larceny Offenses,Shoplifting,45.526566969,-122.558209054,2/22/2021,1
500 BLOCK OF NE 102ND AVE,21-70744,Property,Hazelwood,3/9/2021,1332,Larceny Offenses,All Other Larceny,45.526566969,-122.558209054,3/16/2021,1
500 BLOCK OF NE 102ND AVE,21-72077,Person,Hazelwood,3/17/2021,1900,Assault Offenses,Simple Assault,45.526566969,-122.558209054,3/17/2021,1
500 BLOCK OF NE 108TH AVE,21-54792,Property,Hazelwood,3/1/2021,0112,Motor Vehicle Theft,Motor Vehicle Theft,45.526642096,-122.551552871,3/1/2021,1
500 BLOCK OF NE BRIDGETON RD,21-905967,Property,Bridgeton,3/29/2021,0900,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.601665016,-122.659881726,3/29/2021,1
500 BLOCK OF NE BROADWAY,21-15319,Property,Eliot,1/15/2021,2300,Motor Vehicle Theft,Motor Vehicle Theft,45.535108491,-122.660124977,1/17/2021,1
500 BLOCK OF NE BROADWAY,21-19693,Property,Eliot,1/22/2021,0017,Robbery,Robbery,45.535108491,-122.660124977,1/22/2021,1
500 BLOCK OF NE BROADWAY,21-35042,Property,Eliot,2/7/2021,1629,Robbery,Robbery,45.535108491,-122.660124977,2/7/2021,1
500 BLOCK OF NE BROADWAY,21-35699,Person,Eliot,2/8/2021,1139,Assault Offenses,Aggravated Assault,45.535108491,-122.660124977,2/8/2021,1
500 BLOCK OF NE BRYANT ST,21-900124,Property,Woodlawn,1/3/2021,0130,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.573277521,-122.659851726,1/3/2021,1
500 BLOCK OF NE COLUMBIA BLVD,21-11124,Property,Woodlawn,1/13/2021,0026,Vandalism,Vandalism,45.580658134,-122.659835841,1/13/2021,1
500 BLOCK OF NE COLUMBIA BLVD,21-901964,Property,Sunderland,1/24/2021,0257,Burglary,Burglary,45.580738522,-122.659792017,1/28/2021,1
500 BLOCK OF NE COOK ST,21-70505,Property,Eliot,3/15/2021,1700,Larceny Offenses,All Other Larceny,45.547208758,-122.660081818,3/16/2021,1
500 BLOCK OF NE DAVIS ST,21-5045,Property,Kerns,1/3/2021,1800,Burglary,Burglary,45.524398734,-122.660193701,1/6/2021,1
500 BLOCK OF NE DAVIS ST,21-55734,Property,Kerns,2/27/2021,2300,Vandalism,Vandalism,45.524398734,-122.660193701,3/1/2021,1
500 BLOCK OF NE DAVIS ST,21-73950,Person,Kerns,3/19/2021,1653,Assault Offenses,Simple Assault,45.524398734,-122.660193701,3/19/2021,1
500 BLOCK OF NE FARGO ST,21-22794,Property,Eliot,1/25/2021,1347,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.546327947,-122.660087341,1/25/2021,1
500 BLOCK OF NE GRAND AVE,21-24411,Property,Lloyd,1/26/2021,1600,Burglary,Burglary,45.526904212,-122.660749631,1/27/2021,1
500 BLOCK OF NE HOLLADAY ST,21-6489,Property,Lloyd,1/8/2021,0018,Robbery,Robbery,45.530095250,-122.660156727,1/8/2021,1
500 BLOCK OF NE HOLLADAY ST,21-31090,Property,Lloyd,2/3/2021,1449,Vandalism,Vandalism,45.530007443,-122.660157290,2/3/2021,1
500 BLOCK OF NE HOLLADAY ST,21-31090,Society,Lloyd,2/3/2021,1449,Weapon Law Violations,Weapons Law Violations,45.530007443,-122.660157290,2/3/2021,1
500 BLOCK OF NE HOLLADAY ST,21-46210,Property,Lloyd,2/20/2021,0857,Fraud Offenses,Identity Theft,45.530095250,-122.660156727,2/20/2021,1
500 BLOCK OF NE HOLLADAY ST,21-59513,Property,Lloyd,3/2/2021,1800,Larceny Offenses,All Other Larceny,45.530095250,-122.660156727,3/5/2021,1
500 BLOCK OF NE HOLLADAY ST,21-72687,Property,Lloyd,1/28/2021,0900,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.530095250,-122.660156727,3/18/2021,1
500 BLOCK OF NE HOLLADAY ST,21-79096,Person,Lloyd,3/24/2021,2134,Assault Offenses,Intimidation,45.530095250,-122.660156727,3/24/2021,1
500 BLOCK OF NE HOLLADAY ST,21-80417,Property,Lloyd,3/25/2021,2000,Larceny Offenses,Theft From Motor Vehicle,45.530095250,-122.660156727,3/26/2021,1
500 BLOCK OF NE HOLLADAY ST,21-905053,Property,Lloyd,3/15/2021,1958,Larceny Offenses,Theft From Building,45.530095250,-122.660156727,3/18/2021,1
500 BLOCK OF NE LAWRENCE AVE,21-800389,Property,Kerns,2/2/2021,0930,Arson,Arson,45.526792964,-122.638094216,2/2/2021,1
500 BLOCK OF NE LOMBARD ST,21-900421,Property,Woodlawn,1/7/2021,0135,Vandalism,Vandalism,45.577170785,-122.659847605,1/7/2021,1
500 BLOCK OF NE MARINERS LOOP,21-52086,Property,East Columbia,2/25/2021,1800,Motor Vehicle Theft,Motor Vehicle Theft,45.598766271,-122.653228778,2/26/2021,1
500 BLOCK OF NE MORGAN ST,21-52398,Person,Woodlawn,2/26/2021,1500,Assault Offenses,Aggravated Assault,45.574388697,-122.659851062,2/26/2021,1
500 BLOCK OF NE MORGAN ST,21-52398,Property,Woodlawn,2/26/2021,1500,Vandalism,Vandalism,45.574388697,-122.659851062,2/26/2021,1
500 BLOCK OF NE MORRIS ST,21-50513,Property,Eliot,2/24/2021,1800,Vandalism,Vandalism,45.544623826,-122.660104480,2/24/2021,1
500 BLOCK OF NE ROSA PARKS WAY,21-905472,Property,Woodlawn,3/20/2021,2200,Vandalism,Vandalism,45.569927393,-122.659860900,3/21/2021,1
500 BLOCK OF NE RUSSELL ST,21-903540,Property,Eliot,2/22/2021,0212,Larceny Offenses,All Other Larceny,45.541297994,-122.659841255,2/22/2021,1
500 BLOCK OF NE SACRAMENTO ST,21-903174,Property,Eliot,2/18/2021,1745,Burglary,Burglary,45.539597331,-122.660112307,2/19/2021,1
500 BLOCK OF NE SACRAMENTO ST,21-905195,Property,Eliot,3/14/2021,0940,Larceny Offenses,Theft From Motor Vehicle,45.539509523,-122.660112870,3/16/2021,1
500 BLOCK OF NE SAN RAFAEL ST,21-55206,Property,Eliot,2/28/2021,1300,Burglary,Burglary,45.537015208,-122.660131168,3/1/2021,1
500 BLOCK OF NW 6TH AVE,21-5156,Person,Old Town/Chinatown,1/6/2021,1421,Assault Offenses,Simple Assault,45.526985543,-122.676502926,1/6/2021,2
500 BLOCK OF NW 9TH AVE,21-905486,Property,Pearl,3/21/2021,1915,Larceny Offenses,Theft From Motor Vehicle,45.526915965,-122.680173361,3/22/2021,1
500 BLOCK OF NW 11TH AVE,21-7266,Property,Pearl,1/7/2021,2352,Burglary,Burglary,45.526880207,-122.682201758,1/8/2021,1
500 BLOCK OF NW 13TH AVE,21-4679,Property,Pearl,1/6/2021,0138,Burglary,Burglary,45.526841672,-122.684230047,1/6/2021,1
500 BLOCK OF NW 13TH AVE,21-4959,Property,Pearl,1/5/2021,1745,Burglary,Burglary,45.526841672,-122.684230047,1/6/2021,1
500 BLOCK OF NW 13TH AVE,21-4959,Property,Pearl,1/5/2021,1745,Vandalism,Vandalism,45.526841672,-122.684230047,1/6/2021,1
500 BLOCK OF NW 13TH AVE,21-12425,Property,Pearl,12/26/2020,0145,Vandalism,Vandalism,45.526839299,-122.684354864,1/14/2021,1
500 BLOCK OF NW 13TH AVE,21-12563,Property,Pearl,12/30/2020,0300,Vandalism,Vandalism,45.526839299,-122.684354864,1/14/2021,1
500 BLOCK OF NW 13TH AVE,21-906066,Property,Pearl,3/29/2021,1700,Fraud Offenses,Identity Theft,45.526841672,-122.684230047,3/29/2021,1
500 BLOCK OF NW 19TH AVE,21-49989,Property,Northwest,2/24/2021,0715,Vandalism,Vandalism,45.526731335,-122.690315109,2/24/2021,1
500 BLOCK OF NW 19TH AVE,21-901305,Property,Northwest,1/5/2021,2355,Larceny Offenses,Theft From Motor Vehicle,45.526731335,-122.690315109,1/19/2021,1
500 BLOCK OF NW 21ST AVE,21-54373,Person,Northwest,2/28/2021,1706,Assault Offenses,Aggravated Assault,45.526654300,-122.694496585,2/28/2021,1
500 BLOCK OF NW 23RD AVE,21-57040,Property,Northwest,3/2/2021,1730,Burglary,Burglary,45.526579501,-122.698553234,3/3/2021,1
500 BLOCK OF NW 23RD AVE,21-900039,Property,Northwest,1/1/2021,0540,Vandalism,Vandalism,45.526581889,-122.698428417,1/1/2021,1
500 BLOCK OF NW EVERETT ST,21-901924,Property,Old Town/Chinatown,1/28/2021,0630,Vandalism,Vandalism,45.525252852,-122.675999334,1/28/2021,1
500 BLOCK OF NW MACLEAY BLVD,21-904192,Property,Hillside,3/3/2021,1215,Larceny Offenses,Theft From Motor Vehicle,45.526911374,-122.711427912,3/3/2021,1
500 BLOCK OF NW NAITO PKWY,21-71733,Person,Old Town/Chinatown,3/17/2021,1306,Assault Offenses,Simple Assault,45.526927290,-122.671605831,3/17/2021,1
500 BLOCK OF NW PARK AVE,21-900075,Property,Pearl,1/1/2021,1800,Vandalism,Vandalism,45.526932834,-122.679284032,1/2/2021,1
500 BLOCK OF S CALIFORNIA ST,21-41135,Property,South Portland,2/14/2021,0706,Burglary,Burglary,45.474355537,-122.673348414,2/14/2021,1
500 BLOCK OF S CALIFORNIA ST,21-66116,Property,South Portland,3/10/2021,1730,Larceny Offenses,All Other Larceny,45.474443346,-122.673347872,3/11/2021,1
500 BLOCK OF SE 16TH AVE,21-62458,Property,Buckman East,3/8/2021,1148,Burglary,Burglary,45.518972160,-122.649640861,3/8/2021,1
500 BLOCK OF SE 16TH AVE,21-900011,Property,Buckman East,1/1/2021,1600,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.518971753,-122.649515955,1/1/2021,1
500 BLOCK OF SE 20TH AVE,21-32669,Property,Buckman East,2/4/2021,1400,Motor Vehicle Theft,Motor Vehicle Theft,45.518959537,-122.645472175,2/5/2021,1
500 BLOCK OF SE 34TH AVE,21-25474,Property,Sunnyside,1/28/2021,1302,Vandalism,Vandalism,45.518946833,-122.629489719,1/28/2021,1
500 BLOCK OF SE 55TH AVE,21-67423,Property,Mt Tabor,3/12/2021,1800,Larceny Offenses,Theft From Motor Vehicle,45.518914346,-122.606844596,3/13/2021,1
500 BLOCK OF SE 62ND AVE,21-16230,Property,Mt Tabor,1/16/2021,1042,Burglary,Burglary,45.518768354,-122.600282563,1/18/2021,1
500 BLOCK OF SE 78TH AVE,21-54252,Property,Montavilla,2/28/2021,1203,Motor Vehicle Theft,Motor Vehicle Theft,45.518575055,-122.583322001,2/28/2021,1
500 BLOCK OF SE 82ND AVE,21-36488,Property,Montavilla,2/9/2021,0815,Larceny Offenses,Shoplifting,45.518758351,-122.579109888,2/9/2021,1
500 BLOCK OF SE 82ND AVE,21-36697,Property,Montavilla,2/9/2021,1200,Larceny Offenses,Shoplifting,45.518758351,-122.579109888,2/9/2021,1
500 BLOCK OF SE 92ND AVE,21-7822,Property,Montavilla,1/9/2021,1111,Larceny Offenses,Shoplifting,45.518882697,-122.569182022,1/9/2021,1
500 BLOCK OF SE 92ND AVE,21-14286,Society,Montavilla,1/16/2021,0525,Weapon Law Violations,Weapons Law Violations,45.518882697,-122.569182022,1/16/2021,1
500 BLOCK OF SE 111TH AVE,21-46405,Property,Mill Park,2/19/2021,0800,Motor Vehicle Theft,Motor Vehicle Theft,45.518627553,-122.549280753,2/20/2021,1
500 BLOCK OF SE 112TH AVE,21-900742,Property,Mill Park,1/8/2021,0820,Fraud Offenses,Identity Theft,45.518615900,-122.547933912,1/12/2021,1
500 BLOCK OF SE 122ND AVE,21-66388,Property,Mill Park,3/12/2021,0642,Motor Vehicle Theft,Motor Vehicle Theft,45.518682352,-122.537715226,3/12/2021,1
500 BLOCK OF SE 122ND AVE,21-77772,Property,Mill Park,3/23/2021,1400,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.518682352,-122.537715226,3/23/2021,1
500 BLOCK OF SE 128TH AVE,21-13894,Property,Mill Park,1/15/2021,1856,Larceny Offenses,Theft From Building,45.518553540,-122.531665403,1/15/2021,1
500 BLOCK OF SE 128TH AVE,21-60931,Property,Mill Park,3/6/2021,2035,Larceny Offenses,All Other Larceny,45.518553540,-122.531665403,3/6/2021,1
500 BLOCK OF SE 136TH AVE,21-2888,Property,Hazelwood,1/3/2021,2130,Motor Vehicle Theft,Motor Vehicle Theft,45.518761258,-122.523781670,1/4/2021,1
500 BLOCK OF SE 148TH AVE,21-14591,Property,Centennial,1/16/2021,1407,Vandalism,Vandalism,45.518797559,-122.510775455,1/16/2021,1
500 BLOCK OF SE 148TH AVE,21-36028,Property,Centennial,2/8/2021,1817,Vandalism,Vandalism,45.518797559,-122.510775455,2/8/2021,1
500 BLOCK OF SE 155TH AVE,21-903411,Property,Centennial,2/21/2021,0000,Larceny Offenses,Theft From Motor Vehicle,45.518707286,-122.504165115,2/21/2021,1
500 BLOCK OF SE 160TH AVE,21-3105,Property,Centennial,1/4/2021,1310,Larceny Offenses,All Other Larceny,45.518701712,-122.499130541,1/4/2021,1
500 BLOCK OF SE 164TH AVE,21-66122,Property,Centennial,3/11/2021,2133,Motor Vehicle Theft,Motor Vehicle Theft,45.518438963,-122.493884011,3/11/2021,1
500 BLOCK OF SE GRAND AVE,21-7693,Person,Buckman West,1/9/2021,0730,Assault Offenses,Simple Assault,45.519009437,-122.660671668,1/9/2021,1
500 BLOCK OF SE GRAND AVE,21-17405,Property,Buckman West,1/18/2021,2330,Vandalism,Vandalism,45.519009832,-122.660796574,1/19/2021,1
500 BLOCK OF SE GRAND AVE,21-23699,Person,Buckman West,1/26/2021,1306,Assault Offenses,Simple Assault,45.519009437,-122.660671668,1/26/2021,1
500 BLOCK OF SE GRAND AVE,21-24483,Person,Buckman West,1/27/2021,1015,Assault Offenses,Intimidation,45.519009832,-122.660796574,1/27/2021,1
500 BLOCK OF SE GRAND AVE,21-59711,Person,Buckman West,3/5/2021,1644,Assault Offenses,Simple Assault,45.519009437,-122.660671668,3/5/2021,1
500 BLOCK OF SE HAWTHORNE BLVD,21-82327,Property,Hosford-Abernethy,3/28/2021,0300,Burglary,Burglary,45.512190802,-122.660267848,3/28/2021,1
500 BLOCK OF SE MANCHESTER PL,21-900228,Property,Sellwood-Moreland,1/3/2021,0000,Vandalism,Vandalism,45.456648129,-122.650161137,1/4/2021,1
500 BLOCK OF SE MARION ST,21-13360,Property,Sellwood-Moreland,1/13/2021,0000,Motor Vehicle Theft,Motor Vehicle Theft,45.460836791,-122.659419467,1/15/2021,1
500 BLOCK OF SE MORRISON ST,21-2917,Property,Buckman West,1/4/2021,1030,Vandalism,Vandalism,45.517267054,-122.660242416,1/4/2021,1
500 BLOCK OF SE MORRISON ST,21-9572,Property,Buckman West,1/10/2021,2200,Motor Vehicle Theft,Motor Vehicle Theft,45.517267054,-122.660242416,1/11/2021,1
